key,source_file,line_number,byte_offset,source_text,translation_zh,notes
NPC_Barkeeper_4,Tiny Rogues_Data\resources.assets,363,0xA35730,Ha-ha! Very well!\nKeep in mind there's\nplenty more where that came from!,哈哈！很好！\n请记住，还有\n更多来自何处！,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
NPC_Barkeeper_5,Tiny Rogues_Data\resources.assets,364,0xA35794,Woah!\nI think you've had enough.\nNow I gotta clean up your mess...,哇！\n我想你已经受够了.\n现在我得收拾你的烂摊子了......,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
NPC_Tax_Collector_1,Tiny Rogues_Data\resources.assets,365,0xA357F2,Got some Souls<sprite name=Soul>?\nListen up!\nWant to buy this\nSoul Heart<sprite name=Soul_Heart>.\nHe-he-he!,有一些灵魂<sprite name=Soul>？\n听着！\n想买这个\n灵魂之心<sprite name=Soul_Heart>.\n嘿嘿嘿！,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
NPC_Tax_Collector_Choice_1,Tiny Rogues_Data\resources.assets,366,0xA3587F,Buy,购买,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
NPC_Tax_Collector_Choice_2,Tiny Rogues_Data\resources.assets,367,0xA358A7,Leave,离开,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
NPC_Tax_Collector_2,Tiny Rogues_Data\resources.assets,368,0xA358D1,He-he-he-he!\nPleasure making business!,呵呵呵呵！\n愉快的生意！,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
NPC_Tax_Collector_3,Tiny Rogues_Data\resources.assets,369,0xA35916,"Come on!\nYou have no use for Souls<sprite name=Soul>, right?",来吧！\n你的灵魂没有用处<sprite name=Soul>，对吧？,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
NPC_Tax_Collector_4,Tiny Rogues_Data\resources.assets,370,0xA35971,Sorry!\nNo refunds.\nThat's my policy.\nHe-he-he-he!,抱歉！\n不退款.\n这是我的政策.\n呵呵呵呵！,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
NPC_Potion_Buyer_1,Tiny Rogues_Data\resources.assets,371,0xA359C3,"Potion Seller,\nI need your strongest potions.",药水卖家\n我需要你最强的药水。,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
NPC_Potion_Buyer_2,Tiny Rogues_Data\resources.assets,372,0xA35A0E,But I am going into battle!\nI need your potions...,但我要上战场了！\n我需要你的药水......,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
NPC_Potion_Seller_1,Tiny Rogues_Data\resources.assets,373,0xA35A5E,My potions are too strong for you!,我的药水对你来说太强了！,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
NPC_Potion_Seller_Luck_Potion,Tiny Rogues_Data\resources.assets,374,0xA35A9E,"Hello there! You seem strong.\nNeed a ""Luck Potion""?",你好！你看起来很坚强。\n需要“幸运药水”吗？,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
NPC_Potion_Seller_Power_Potion,Tiny Rogues_Data\resources.assets,375,0xA35AFC,"Hello there! You seem strong.\nNeed a ""Power Potion""?",你好！你看起来很强壮。\n需要“强力药水”吗？,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
NPC_Potion_Seller_Wrath_Potion,Tiny Rogues_Data\resources.assets,376,0xA35B5C,"Hello there! You seem strong.\nNeed a ""Wrath Potion""?",你好！你看起来很坚强。\n需要“愤怒药水”吗？,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
NPC_Potion_Seller_Anger_Potion,Tiny Rogues_Data\resources.assets,377,0xA35BBC,"Hello there! You seem strong.\nNeed a ""Anger Potion""?",你好！你看起来很坚强。\n需要“愤怒药水”吗？,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
NPC_Potion_Seller_3,Tiny Rogues_Data\resources.assets,378,0xA35C1C,Always happy to help!\nCome again.,总是很乐意提供帮助！\n再来一次。,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
NPC_Potion_Seller_4,Tiny Rogues_Data\resources.assets,379,0xA35C5C,Maybe you aren't\nstrong enough after all...,也许你毕竟还不够\n坚强......,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
NPC_Potion_Buyer_3,Tiny Rogues_Data\resources.assets,380,0xA35CA6,How come you sell to them\nbut not to me?,为什么你卖给他们\n而不卖给我？,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
NPC_Potion_Seller_5,Tiny Rogues_Data\resources.assets,381,0xA35CEC,I told you.\nMy potions are too strong for you!,我告诉过你了.\n我的药水对你来说太强了！,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
NPC_Old_Man_1,Tiny Rogues_Data\resources.assets,382,0xA35D39,The young people today just\ncan't hold their drinks\nlike we could back in our day.,现在的年轻人\n不能像我们那个时代那样喝酒\n。,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
NPC_Old_Man_2,Tiny Rogues_Data\resources.assets,383,0xA35DA5,We would drink all night\nand not get hangovers.,我们会整夜喝酒\n并且不会宿醉。,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
NPC_Old_Man_3,Tiny Rogues_Data\resources.assets,384,0xA35DED,"Now, one drink and they're\nall over the place!",现在，喝一杯，它们就会\n 到处都是！,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
NPC_Drunken_Man_1,Tiny Rogues_Data\resources.assets,385,0xA35E34,I'm so drunk...\nI can't even stand up.,我醉了...\n我什至无法站起来。,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
NPC_Drunken_Man_2,Tiny Rogues_Data\resources.assets,386,0xA35E77,I have decided I'm just\ngonna sit here and accept it.,我决定我只是\n要坐在这里接受它。,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
NPC_Drunken_Man_3,Tiny Rogues_Data\resources.assets,387,0xA35EC9,ZzzZZzzzz...,滋滋滋滋...,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
NPC_Bar_Maiden_1,Tiny Rogues_Data\resources.assets,388,0xA35EF1,Would you like to stay\nfor the night?\n<color=grey>[Will reroll tavern visitors.]</color>,您想在\n过夜吗？\n<color=grey>[将重新安排酒馆访客。]</color>,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated; 人工校对：完整句校正"
NPC_Bar_Maiden_1_Discount,Tiny Rogues_Data\resources.assets,389,0xA35F66,"Would you like to stay\nfor the night? (5 Gold<sprite name=""Gold"">)\n<color=grey>[Will reroll tavern visitors.]</color>","您想在\n 过夜吗？ （5 金币<sprite name=""Gold"">）\n<color=grey>[将重骰酒馆访客。]</color>","Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated; 人工校对：术语统一"
NPC_Bar_Maiden_2,Tiny Rogues_Data\resources.assets,390,0xA36003,Very well.\nI hope you have a nice stay!,很好.\n希望您住得愉快！,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
NPC_Bar_Maiden_3,Tiny Rogues_Data\resources.assets,391,0xA36046,"People come and go.\nThe crowd in the tavern,\nmight be completely different tomorrow.",人来人往。\n酒馆里的人群，\n明天可能会完全不同。,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
NPC_Bar_Maiden_4,Tiny Rogues_Data\resources.assets,392,0xA360B7,"Sorry, you must find another\nplace to stay tonight.\nWe have closed tomorrow.",抱歉，您必须找到另一个\n今晚住宿的地方。\n我们明天休息。,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Kobold_Purple_1,Tiny Rogues_Data\resources.assets,393,0xA36120,Psshd!\nDon't tell other Kobolds!,嘘！\n不要告诉其他狗头人！,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Kobold_Purple_2,Tiny Rogues_Data\resources.assets,394,0xA3615B,I like to come here to drink!\nYes yes!,我喜欢来这里喝酒！\n是的，是的！,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Kobold_Purple_3,Tiny Rogues_Data\resources.assets,395,0xA3619C,Makes feel fuzzy!,让人感觉模糊！,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Kobold_Purple_4,Tiny Rogues_Data\resources.assets,396,0xA361C7,Tavernkeep a very nice man!\nSo nice indeed!,酒馆老板是一个非常好的人！\n确实非常好！,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Tips_For_Drinkers,Tiny Rogues_Data\resources.assets,397,0xA3620D,"""Tips For Drinkers 1/1""\nThe maximum amount of\n""Tipsiness"" you can endure,\nis determined by your total\namount of hearts<sprite name=""Heart"">!","《饮酒小贴士1/1》\n你能忍受的最大\n“醉酒”\n由你的总\n心数<sprite name=""Heart"">决定！","Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Soul_Pylon_1,Tiny Rogues_Data\resources.assets,398,0xA362BF,Intruder detected.\nInitiating defense protocol I.,检测到入侵者.\n启动防御协议 I。,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Soul_Pylon_2,Tiny Rogues_Data\resources.assets,399,0xA36308,Intruder detected.\nInitiating defense protocol II.,检测到入侵者.\n启动防御协议 II。,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Soul_Pylon_3,Tiny Rogues_Data\resources.assets,400,0xA36352,Intruder detected.\nInitiating defense protocol III.,检测到入侵者.\n启动防御协议 III。,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Soul_Pylon_Enrage,Tiny Rogues_Data\resources.assets,401,0xA3639D,Danger!\nSoul siphoning operation\nat risk.\nHeightening defensive measures.,危险！\n吸魂行动\n有危险.\n加强防御措施。,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Drinker_Guy_1,Tiny Rogues_Data\resources.assets,402,0xA36405,Did you know the lady over\nthere is the tavernkeep's sister?,你认识\n那边的那位女士吗？是酒馆老板的妹妹？,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Drinker_Guy_2,Tiny Rogues_Data\resources.assets,403,0xA3645A,She got unlimited access\nto the tavernkeep's secret special ale.,她可以无限制地享用\n酒馆老板的秘密特制啤酒。,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Drinker_Guy_3,Tiny Rogues_Data\resources.assets,404,0xA364B3,That stuff slaps!\nAnd she tells some really funny jokes!,那东西打耳光！\n她讲了一些非常有趣的笑话！,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Drinker_Guy_4,Tiny Rogues_Data\resources.assets,405,0xA36504,No headache either.\nSomehow it's really refreshing!,也不头疼.\n不知怎的，真的很清爽！,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Enchantress_1,Tiny Rogues_Data\resources.assets,406,0xA36550,"Welcome, Darling.\nWant me to enchant your weapon?",欢迎，亲爱的.\n想要我为你的武器附魔吗？,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Enchantress_2,Tiny Rogues_Data\resources.assets,407,0xA3659A,Nobody can influence the\nresult of enchanting.\nI can only guide the arcane mist\nto flow through your weapon.,没有人可以影响\n附魔的结果。\n我只能引导奥术迷雾\n流过你的武器。,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Enchantress_3,Tiny Rogues_Data\resources.assets,408,0xA36621,"That's alright, darling.\nMaybe at some other time.",没关系，亲爱的.\n也许在其他时间。,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Enchantress_No_Weapon,Tiny Rogues_Data\resources.assets,409,0xA3666C,"Greetings, Darling.\nI can enchant your weapon.\nCome to me if you require my service.",你好，亲爱的。\n我可以为你的武器附魔。\n如果你需要我的服务，就来找我。,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Enchantress_Talk,Tiny Rogues_Data\resources.assets,410,0xA366E2,Talk,谈话,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
No_Weapon,Tiny Rogues_Data\resources.assets,411,0xA36701,*You have no weapon equipped.*,*你没有装备武器。*,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Strider_1,Tiny Rogues_Data\resources.assets,412,0xA36733,"Ever got this feeling,\nthat somebody is watching you?",有没有这种感觉，\n有人在看着你？,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Strider_2,Tiny Rogues_Data\resources.assets,413,0xA3677D,Everything hurts so much more.,一切都更加痛苦。,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Strider_3,Tiny Rogues_Data\resources.assets,414,0xA367AF,I feel like\nI am close to death.,我感觉\n我快要死了。,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Strider_4,Tiny Rogues_Data\resources.assets,415,0xA367E4,My final day...\nInching closer every minute...,我的最后一天...\n每分钟都在逼近...,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Strider_5,Tiny Rogues_Data\resources.assets,416,0xA36827,Take this.\nI've had enough.,拿着这个.\n我已经受够了。,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Soul_Peddler_Shopkeeper_1,Tiny Rogues_Data\resources.assets,417,0xA36857,I am the Soul Peddler.\nI trade for souls.,我是灵魂贩子.\n我交易灵魂。,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Soul_Peddler_Shopkeeper_2,Tiny Rogues_Data\resources.assets,418,0xA368A5,Gold is temporary!\nI have no need for it!,金币是暂时的！\n我不需要！,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Soul_Peddler_Shopkeeper_3,Tiny Rogues_Data\resources.assets,419,0xA368F3,Ever seen the flame?\nIt's magnificent.\nI'd do everything to gain its blessings.,见过火焰吗？\n太壮观了。\n我会尽一切努力来获得它的祝福。,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Soul_Peddler_Thank_You_1,Tiny Rogues_Data\resources.assets,420,0xA36968,Thank you for the Souls!,谢谢你的灵魂！,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Soul_Peddler_Thank_You_2,Tiny Rogues_Data\resources.assets,421,0xA369A3,More! More!\nI need more Souls!,更多！更多！\n我需要更多灵魂！,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Pawn_Shopkeeper_1,Tiny Rogues_Data\resources.assets,422,0xA369E5,Welcome to Lucien's Pawn Shop!\nGot any equipment or weapons\nyou're looking to sell?,欢迎来到路西恩的当铺！\n有任何装备或武器\n你想卖吗？,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Pawn_Shopkeeper_2,Tiny Rogues_Data\resources.assets,423,0xA36A56,"As a collector, I can promise you\nthat your items will be well\ncared for in my collection.",作为收藏家，我可以向您保证\n您的物品将在我的收藏中得到很好的\n照顾。,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Pawn_Shopkeeper_3,Tiny Rogues_Data\resources.assets,424,0xA36ACE,I have a special appreciation for\nunique and rare items. Let me know\nif you have anything you think might interest me.,我对\n独特而稀有的物品有一种特别的欣赏。如果您有任何您认为我可能感兴趣的内容，请告诉我\n。,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Pawn_Shopkeeper_4,Tiny Rogues_Data\resources.assets,425,0xA36B62,Drop any items you'd like me\nto take a look at on the carpet.,把你想让我\n看的任何物品放在地毯上。,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Pawn_Shopkeeper_5,Tiny Rogues_Data\resources.assets,426,0xA36BBC,Welcome to the Hero Hideout!\nYou are safe here.,欢迎来到英雄藏身处！\n你在这里很安全。,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Skeleton_James_1,Tiny Rogues_Data\resources.assets,427,0xA36C08,"Oh, hello there!\nWe haven't had a visitor in such a long time.\nI'm James.",哦，你好！\n我们已经很久没有访客了。\n我是詹姆斯。,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Skeleton_Lee_1,Tiny Rogues_Data\resources.assets,428,0xA36C6E,"Yes, it's been ages.\nNice to meet you.\nI'm Lee!",是的，已经好久了。\n很高兴见到你。\n我是李！,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Skeleton_James_2,Tiny Rogues_Data\resources.assets,429,0xA36CB8,"So, how's it going?",那么，进展如何？,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Skeleton_Lee_2,Tiny Rogues_Data\resources.assets,430,0xA36CE6,I'm not sure I remember\nwhat it feels like to be\nanything other than a skeleton.,我不确定我是否记得\n\n除了骷髅之外的任何东西是什么感觉。,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Skeleton_James_3,Tiny Rogues_Data\resources.assets,431,0xA36D51,"Ah, yes.\nThat's the thing about\nbeing undead, isn't it?\nTime just sort of blends together.",啊，是的.\n这就是\n成为不死生物的原因，不是吗？\n时间只是混合在一起。,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Skeleton_Lee_3,Tiny Rogues_Data\resources.assets,432,0xA36DC9,Also it doesn't really make\nsense to sit at a bonfire\nthat isn't lit.,另外，坐在未点燃的篝火\n旁也没有什么意义\n。,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Skeleton_James_4,Tiny Rogues_Data\resources.assets,433,0xA36E29,Wait a minute!\nI asked the visitor how's it going!\nNot you!,等一下！\n我问访客进展如何！\n不是你！,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Skeleton_Lee_4,Tiny Rogues_Data\resources.assets,434,0xA36E81,I mean can't you see?\nThey are clearly doing great.,我的意思是你看不到吗？\n他们显然做得很好。,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Skeleton_James_5,Tiny Rogues_Data\resources.assets,435,0xA36ECE,"Man, I still remember being alive.\nGood old times.",伙计，我还记得我还活着。\n美好的旧时光。,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Skeleton_Lee_5,Tiny Rogues_Data\resources.assets,436,0xA36F1C,"Hey visitor, this is for you.\nWe got no use for it.\nThanks for sticking around.",嘿访客，这是给你的。\n我们没有用它。\n感谢您留下来。,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Skeleton_James_6,Tiny Rogues_Data\resources.assets,437,0xA36F86,See ya around!\nOr not.,再见！\n 或者不是。,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Skeleton_Lee_6,Tiny Rogues_Data\resources.assets,438,0xA36FB8,"Hey James, do you remember Rachel?\nWhatever happened to her, huh!",嘿詹姆斯，你还记得瑞秋吗？\n不管她发生了什么，哈！,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Sifd_Knight_0,Tiny Rogues_Data\resources.assets,439,0xA37013,"I am a Knight of\nThe Order Of The Silver Flying Dragon!\nShow me your weapon, traveller!",我是\n银飞龙骑士团的骑士！\n出示你的武器吧，旅行者！,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Sifd_Knight_NotSatisfied,Tiny Rogues_Data\resources.assets,440,0xA37084,Yikes!\nNot the best weapon.\nYou should really try to find something better.,哎呀！\n不是最好的武器。\n你真的应该尝试找到更好的东西。,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Sifd_Knight_Satisfied_Rare,Tiny Rogues_Data\resources.assets,441,0xA370F4,Wow!\nCount me impressed!\nThat weapon is quite rare!,哇！\n算我印象深刻！\n这把武器相当罕见！,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Sifd_Knight_Satisfied_Epic,Tiny Rogues_Data\resources.assets,442,0xA3714E,Magnificent!\nSuch an awesome weapon!\nLove it!,太棒了！\n这么棒的武器！\n喜欢它！,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Sifd_Knight_Satisfied_Legendary,Tiny Rogues_Data\resources.assets,443,0xA371A2,Busted!\nWhere did you even find this monstrosity of a weapon!\nSeriously impressive!,被抓了！\n你在哪里找到这个怪物般的武器！\n真是令人印象深刻！,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Sifd_Knight_Success,Tiny Rogues_Data\resources.assets,444,0xA37221,I have faith in you.\nTake this little token of gratitude!,我对你有信心。\n收下这个小小的感谢信吧！,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Sifd_Knight_Denied,Tiny Rogues_Data\resources.assets,445,0xA37279,I doubt you'll be\nmaking it very far.,我怀疑你会\n走得很远。,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Sifd_Knight_Idle,Tiny Rogues_Data\resources.assets,446,0xA372BC,Into battle!,投入战斗！,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Berry_Red,Tiny Rogues_Data\resources.assets,447,0xA372E3,Pluck the strange red berry?,采摘奇怪的红色浆果？,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Berry_Green,Tiny Rogues_Data\resources.assets,448,0xA37313,Pluck the strange green berry?,采摘奇怪的绿色浆果？,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Berry_Blue,Tiny Rogues_Data\resources.assets,449,0xA37347,Pluck the strange blue berry?,采摘奇怪的蓝色浆果？,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Old_Hag_1,Tiny Rogues_Data\resources.assets,450,0xA37379,"Nye-he-he-he!\nWelcome, traveller.",嘿嘿嘿嘿！\n欢迎，旅行者。,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Old_Hag_2,Tiny Rogues_Data\resources.assets,451,0xA373AF,"Want me to knit\nsomething for you?\nWhat's your favorite color,\nmy dear?",要我给你织\n东西吗？\n你最喜欢什么颜色，\n亲爱的？,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Old_Hag_Answer_Red,Tiny Rogues_Data\resources.assets,452,0xA3740D,Red,红色,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Old_Hag_Answer_Blue,Tiny Rogues_Data\resources.assets,453,0xA3742D,Blue,蓝色,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Old_Hag_Answer_Green,Tiny Rogues_Data\resources.assets,454,0xA3744F,Green,绿色,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Old_Hag_Answer_Nothing,Tiny Rogues_Data\resources.assets,455,0xA37473,"Eh, I'm fine. Thanks!",呃，我很好。谢谢！,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Old_Hag_Accept,Tiny Rogues_Data\resources.assets,456,0xA374A9,"Ah, yes!\nThat's a nice color.\nI'll get right on it.",啊，是的！\n这是一个很好的颜色。\n我会马上开始。,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Old_Hag_Decline,Tiny Rogues_Data\resources.assets,457,0xA374F7,Are you sure?\nIt can get frosty\non an adventure!,你确定吗？\n冒险时会变得寒冷\n！,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Old_Hag_3,Tiny Rogues_Data\resources.assets,458,0xA37543,"That's it.\nGo on, take it.\nIt's a gift.",就是这样.\n继续，拿走它.\n这是一份礼物。,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Old_Hag_4,Tiny Rogues_Data\resources.assets,459,0xA37580,Nye-he-he-he!,嘿嘿嘿嘿！,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Tomb_Red,Tiny Rogues_Data\resources.assets,460,0xA375A1,Here lies: Retra the Barbarian.,这里躺着：撤退野蛮人。,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Tomb_Blue,Tiny Rogues_Data\resources.assets,461,0xA375D3,Here lies: Omatuo the Sage.,这里躺着：圣人奥马托。,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Tomb_Green,Tiny Rogues_Data\resources.assets,462,0xA37602,Here lies: Iona the Pathfinder.,这里躺着：探路者艾欧娜。,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Tomb_Open_Prompt,Tiny Rogues_Data\resources.assets,463,0xA37636,Open the tomb?,开墓？,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Tomb_Locked,Tiny Rogues_Data\resources.assets,464,0xA3765F,The tomb will not open.,坟墓不会打开。,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Council_Of_Rats_1,Tiny Rogues_Data\resources.assets,465,0xA3768C,The council of rats will\nnow judge you!,老鼠议会将\n现在审判你！,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Council_Of_Rats_2,Tiny Rogues_Data\resources.assets,466,0xA376D0,"On behalf of the order of dexterity, we judge you as...",代表灵巧程度，我们判定您为...,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Council_Of_Rats_3,Tiny Rogues_Data\resources.assets,467,0xA37723,"On behalf of the order of strength, we judge you as...",代表实力顺序，我们判定你为...,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Council_Of_Rats_4,Tiny Rogues_Data\resources.assets,468,0xA37775,"On behalf of the order of intelligence, we judge you as...",代表情报秩序，我们判定你是...,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Council_Of_Rats_Worthy,Tiny Rogues_Data\resources.assets,469,0xA377CB,Worthy!,值得！,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Council_Of_Rats_Unworthy,Tiny Rogues_Data\resources.assets,470,0xA377F3,Unworthy!,不值得！,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Council_Of_Rats_Worthy_2,Tiny Rogues_Data\resources.assets,471,0xA3781F,WORTHY!,值得！,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Council_Of_Rats_Unworthy_2,Tiny Rogues_Data\resources.assets,472,0xA37849,UNWORTHY!,不值得！,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Council_Of_Rats_Idle,Tiny Rogues_Data\resources.assets,473,0xA37877,The council of rats has spoken!,老鼠议会发声了！,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Council_Of_Rats_Idle_2,Tiny Rogues_Data\resources.assets,474,0xA378B5,WE HAVE SPOKEN!,我们已经说过了！,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Sleeping_Bear,Tiny Rogues_Data\resources.assets,475,0xA3790B,Wake the sleeping bear?,唤醒沉睡的小熊？,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Sleeping_Bear_Roar,Tiny Rogues_Data\resources.assets,476,0xA3793A,Rrroooar!,呃！,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Attunement_Bonfire,Tiny Rogues_Data\resources.assets,477,0xA37960,Attune equipped items?,调谐已装备的物品？,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated; 人工校对：完整句校正"
